customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,month,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed,mid_month
43.0,entrepreneur,married,secondary,no,187.0,no,yes,jul,353.0,1.0,0,unknown,0,1
50.0,technician,married,unknown,no,16.0,no,no,may,110.0,2.0,0,unknown,0,0
28.0,management,married,tertiary,no,1917.0,no,no,oct,314.0,1.0,1,failure,0,1
57.0,management,married,tertiary,no,391.0,no,yes,may,281.0,4.0,0,unknown,0,0
26.0,management,single,tertiary,no,3903.0,no,no,sep,841.0,1.0,0,unknown,1,1
48.0,blue-collar,married,primary,no,2272.0,yes,no,may,180.0,1.0,2,failure,0,1
35.0,management,single,secondary,no,1184.0,no,yes,aug,96.0,2.0,0,unknown,0,0
39.0,technician,married,tertiary,no,511.0,no,no,jul,68.0,4.0,0,unknown,0,0
55.0,technician,divorced,secondary,no,36.0,yes,no,aug,136.0,4.0,0,unknown,0,1
57.0,blue-collar,married,primary,no,2319.0,yes,no,aug,135.0,4.0,0,unknown,0,1
30.0,services,single,secondary,no,549.0,yes,no,nov,199.0,1.0,0,unknown,0,1
38.0,admin.,single,secondary,no,862.0,no,no,jul,137.0,2.0,0,unknown,0,1
29.0,technician,single,tertiary,no,73.0,yes,yes,may,311.0,1.0,1,failure,0,0
38.0,services,married,secondary,no,3034.0,yes,yes,may,133.0,2.0,0,unknown,0,0
39.0,housemaid,married,secondary,no,310.0,yes,yes,apr,708.0,2.0,0,unknown,0,1
49.0,technician,married,secondary,no,21.0,yes,yes,nov,89.0,1.0,0,unknown,0,1
54.0,blue-collar,married,primary,no,163.0,yes,no,may,155.0,2.0,0,unknown,0,0
55.0,admin.,married,secondary,no,-964.0,yes,no,may,21.0,7.0,0,unknown,0,0
44.0,management,married,tertiary,no,390.0,yes,no,may,132.0,2.0,0,unknown,0,0
51.0,technician,married,tertiary,yes,341.0,yes,no,may,300.0,2.0,0,unknown,0,1
40.0,services,married,secondary,no,951.0,yes,no,jul,77.0,8.0,0,unknown,0,1
52.0,management,married,tertiary,no,560.0,yes,no,jun,210.0,4.0,0,unknown,0,1
55.0,housemaid,married,primary,no,6.0,no,yes,jul,107.0,2.0,0,unknown,0,0
49.0,management,married,tertiary,no,1987.0,no,no,jul,237.0,5.0,0,unknown,0,1
46.0,blue-collar,single,primary,no,3712.0,yes,no,nov,125.0,2.0,0,unknown,0,1
35.0,management,married,tertiary,no,4041.0,no,no,aug,79.0,4.0,0,unknown,0,0
42.0,admin.,divorced,secondary,no,-173.0,no,no,jul,573.0,1.0,0,unknown,1,0
39.0,management,divorced,secondary,no,281.0,no,no,jul,1178.0,4.0,0,unknown,0,1
32.0,admin.,married,secondary,no,-4.0,yes,yes,nov,89.0,3.0,0,unknown,0,1
31.0,management,single,tertiary,no,430.0,no,no,may,297.0,2.0,0,unknown,1,1
41.0,services,married,secondary,no,506.0,yes,no,may,75.0,1.0,0,unknown,0,1
30.0,management,married,tertiary,no,10.0,no,no,jul,87.0,2.0,0,unknown,0,1
52.0,technician,married,secondary,no,2.0,no,no,aug,62.0,2.0,0,unknown,0,1
39.0,unemployed,married,secondary,no,276.0,yes,no,may,143.0,3.0,2,failure,0,0
57.0,self-employed,married,secondary,no,-1.0,yes,no,may,267.0,9.0,0,unknown,0,0
34.0,management,married,tertiary,no,1100.0,no,yes,jan,114.0,2.0,0,unknown,0,1
44.0,admin.,divorced,secondary,no,3003.0,yes,no,may,716.0,1.0,0,unknown,1,0
35.0,admin.,single,secondary,no,508.0,yes,no,may,270.0,1.0,2,success,0,1
34.0,admin.,divorced,secondary,no,452.0,yes,no,nov,159.0,1.0,1,failure,0,1
31.0,technician,single,secondary,no,4942.0,yes,yes,nov,129.0,2.0,0,unknown,0,1
30.0,technician,single,secondary,no,703.0,no,no,may,241.0,1.0,0,unknown,0,1
28.0,management,married,secondary,no,231.0,no,no,may,1084.0,1.0,1,failure,1,0
45.0,unemployed,single,tertiary,no,3229.0,no,no,jun,1094.0,1.0,0,unknown,1,1
39.0,services,married,secondary,no,1030.0,yes,no,apr,44.0,2.0,4,failure,0,1
36.0,admin.,married,secondary,no,1983.0,yes,no,may,135.0,4.0,0,unknown,0,1
18.0,student,single,secondary,no,6.0,no,no,may,619.0,1.0,0,unknown,0,0
39.0,technician,married,tertiary,no,1040.0,yes,no,feb,417.0,2.0,0,unknown,0,0
32.0,student,single,secondary,no,1776.0,no,no,jun,205.0,1.0,1,other,1,0
36.0,blue-collar,married,primary,no,912.0,yes,no,may,386.0,9.0,0,unknown,0,1
35.0,admin.,divorced,secondary,no,-221.0,yes,yes,may,131.0,4.0,0,unknown,0,0
35.0,technician,married,tertiary,no,87.0,no,no,may,203.0,1.0,3,other,1,0
36.0,management,married,tertiary,no,465.0,yes,no,jul,105.0,2.0,0,unknown,0,0
39.0,blue-collar,married,secondary,no,206.0,yes,no,may,207.0,4.0,0,unknown,0,0
48.0,blue-collar,married,primary,no,-293.0,yes,no,may,486.0,1.0,0,unknown,0,0
30.0,blue-collar,married,unknown,yes,-11.0,yes,no,may,190.0,4.0,0,unknown,0,1
43.0,blue-collar,divorced,secondary,no,388.0,no,no,aug,589.0,2.0,0,unknown,0,0
32.0,technician,single,tertiary,no,6750.0,no,no,nov,217.0,1.0,0,unknown,1,0
35.0,technician,single,secondary,no,539.0,no,yes,aug,101.0,2.0,0,unknown,0,1
33.0,unemployed,married,secondary,no,226.0,yes,no,may,205.0,4.0,0,unknown,0,0
53.0,admin.,divorced,secondary,no,912.0,yes,no,may,275.0,1.0,0,unknown,0,1
41.0,housemaid,married,secondary,no,3943.0,yes,no,jun,59.0,6.0,0,unknown,0,0
38.0,blue-collar,married,primary,no,190.0,yes,no,may,212.0,1.0,0,unknown,0,0
51.0,retired,married,primary,no,3480.0,no,no,jun,491.0,5.0,0,unknown,0,0
37.0,services,divorced,secondary,no,728.0,yes,no,may,174.0,1.0,0,unknown,0,0
55.0,services,married,secondary,no,364.0,yes,yes,jan,170.0,1.0,2,failure,0,1
38.0,management,married,tertiary,no,1018.0,no,yes,nov,49.0,2.0,0,unknown,0,1
35.0,blue-collar,divorced,primary,no,4404.0,yes,no,jul,450.0,4.0,0,unknown,0,1
45.0,management,married,primary,no,1876.0,yes,no,jul,64.0,6.0,0,unknown,0,1
43.0,entrepreneur,married,secondary,no,-266.0,no,no,nov,76.0,2.0,0,unknown,0,1
57.0,management,married,unknown,no,147.0,no,no,jul,123.0,3.0,0,unknown,0,0
37.0,technician,married,tertiary,no,1655.0,no,no,aug,179.0,2.0,0,unknown,0,0
44.0,admin.,married,secondary,no,260.0,no,no,aug,185.0,6.0,0,unknown,0,1
32.0,technician,married,tertiary,no,1354.0,no,no,jun,245.0,2.0,0,unknown,1,0
38.0,admin.,divorced,secondary,no,32.0,yes,no,may,143.0,3.0,0,unknown,0,0
34.0,technician,single,tertiary,no,608.0,no,no,may,91.0,1.0,0,unknown,0,1
35.0,technician,single,secondary,no,1089.0,no,no,jun,9.0,1.0,0,unknown,0,0
57.0,entrepreneur,married,secondary,no,484.0,no,yes,jul,335.0,6.0,0,unknown,0,0
47.0,technician,married,secondary,no,41.0,yes,yes,nov,109.0,1.0,0,unknown,0,1
41.0,services,married,secondary,no,299.0,yes,no,jul,200.0,3.0,0,unknown,0,0
36.0,technician,single,secondary,no,1387.0,yes,yes,may,181.0,6.0,0,unknown,0,1
55.0,retired,married,secondary,no,4230.0,no,yes,nov,154.0,3.0,0,unknown,0,1
43.0,technician,married,tertiary,no,221.0,no,no,aug,164.0,6.0,0,unknown,0,1
30.0,management,married,tertiary,no,321.0,yes,no,may,15.0,4.0,0,unknown,0,1
40.0,blue-collar,married,primary,no,191.0,yes,no,may,75.0,3.0,5,failure,0,0
30.0,self-employed,married,tertiary,no,227.0,no,no,jan,176.0,1.0,0,unknown,0,1
48.0,blue-collar,married,secondary,no,241.0,yes,yes,jun,117.0,2.0,1,success,0,0
24.0,services,single,secondary,no,526.0,yes,yes,feb,168.0,1.0,0,unknown,0,0
35.0,management,married,tertiary,no,0.0,yes,no,apr,368.0,1.0,0,unknown,0,0
59.0,blue-collar,divorced,unknown,no,51.0,yes,no,jul,136.0,8.0,0,unknown,0,1
48.0,housemaid,married,primary,no,1386.0,no,no,jun,234.0,1.0,0,unknown,0,1
47.0,housemaid,married,primary,no,3.0,no,no,aug,192.0,2.0,0,unknown,0,0
60.0,retired,married,secondary,no,613.0,yes,no,jun,662.0,1.0,0,unknown,0,0
26.0,unemployed,married,secondary,no,294.0,yes,no,may,87.0,3.0,0,unknown,0,1
46.0,management,married,tertiary,no,2224.0,yes,no,jul,146.0,2.0,0,unknown,0,0
26.0,retired,single,secondary,no,369.0,no,yes,may,110.0,2.0,2,failure,0,0
28.0,management,single,secondary,no,702.0,yes,no,may,496.0,1.0,1,other,1,0
42.0,blue-collar,married,primary,no,0.0,yes,no,jul,201.0,4.0,0,unknown,0,1
34.0,services,divorced,secondary,no,170.0,yes,no,may,260.0,1.0,0,unknown,0,1
63.0,retired,divorced,primary,no,111.0,no,no,jun,690.0,1.0,2,success,1,1
32.0,management,single,tertiary,no,215.0,no,yes,aug,109.0,2.0,0,unknown,0,0
31.0,technician,divorced,secondary,no,1296.0,yes,no,jul,122.0,2.0,0,unknown,0,1
43.0,blue-collar,divorced,secondary,no,792.0,yes,no,may,123.0,1.0,1,failure,0,0
56.0,retired,married,tertiary,no,3619.0,no,yes,aug,45.0,2.0,0,unknown,0,0
51.0,technician,married,secondary,no,-1.0,no,no,aug,92.0,9.0,0,unknown,0,1
57.0,services,divorced,secondary,no,-555.0,yes,no,jul,71.0,3.0,0,unknown,0,1
50.0,blue-collar,married,primary,no,110.0,no,no,aug,476.0,2.0,0,unknown,0,0
25.0,blue-collar,married,secondary,no,358.0,yes,no,may,325.0,2.0,0,unknown,0,0
30.0,management,single,tertiary,no,364.0,yes,no,feb,61.0,1.0,0,unknown,0,0
80.0,retired,married,primary,no,242.0,no,no,jul,269.0,1.0,2,success,1,1
47.0,admin.,married,tertiary,no,846.0,no,yes,may,76.0,3.0,0,unknown,0,1
28.0,technician,single,secondary,no,252.0,no,yes,jan,130.0,1.0,0,unknown,0,1
59.0,self-employed,divorced,tertiary,no,6514.0,no,no,nov,1020.0,1.0,0,unknown,0,1
61.0,retired,married,primary,yes,2.0,no,no,aug,244.0,2.0,0,unknown,0,0
46.0,services,married,secondary,no,187.0,no,yes,jun,139.0,2.0,0,unknown,0,0
31.0,admin.,married,secondary,no,30.0,no,yes,may,57.0,1.0,0,unknown,0,0
26.0,student,single,unknown,no,1080.0,no,no,jun,204.0,1.0,0,unknown,0,1
31.0,technician,single,secondary,no,24.0,no,no,aug,260.0,9.0,0,unknown,0,0
37.0,management,divorced,tertiary,no,109.0,yes,no,aug,248.0,4.0,0,unknown,0,0
45.0,self-employed,single,secondary,no,795.0,yes,no,may,221.0,1.0,0,unknown,0,0
33.0,management,single,tertiary,no,564.0,no,no,apr,98.0,1.0,0,unknown,0,0
31.0,blue-collar,divorced,unknown,no,291.0,yes,yes,jun,134.0,6.0,0,unknown,0,1
26.0,student,single,secondary,no,821.0,no,no,oct,164.0,1.0,2,failure,1,1
54.0,management,divorced,tertiary,no,190.0,yes,no,may,169.0,3.0,0,unknown,0,1
43.0,services,divorced,secondary,no,7812.0,yes,no,may,14.0,3.0,0,unknown,0,0
35.0,blue-collar,married,primary,no,2669.0,yes,no,may,349.0,2.0,0,unknown,0,1
62.0,housemaid,married,primary,no,68.0,no,no,aug,150.0,1.0,0,unknown,0,1
43.0,blue-collar,single,unknown,no,965.0,yes,no,may,107.0,1.0,0,unknown,0,1
42.0,management,married,tertiary,no,4.0,no,no,aug,42.0,4.0,0,unknown,0,1
32.0,housemaid,single,tertiary,no,17.0,no,no,aug,130.0,1.0,5,success,1,0
42.0,services,married,primary,no,1163.0,yes,no,may,108.0,5.0,0,unknown,0,1
75.0,retired,divorced,primary,no,3878.0,yes,no,feb,124.0,3.0,0,unknown,1,0
34.0,admin.,married,secondary,no,73.0,yes,yes,may,102.0,1.0,0,unknown,0,1
30.0,admin.,single,secondary,no,44.0,no,no,aug,167.0,1.0,2,failure,0,0
44.0,blue-collar,married,unknown,no,5643.0,yes,no,jul,27.0,9.0,0,unknown,0,1
51.0,self-employed,single,tertiary,no,3.0,yes,no,jul,127.0,2.0,0,unknown,0,0
38.0,admin.,single,secondary,no,-213.0,yes,yes,may,733.0,1.0,0,unknown,1,1
56.0,technician,married,primary,no,3159.0,yes,no,may,256.0,2.0,0,unknown,0,1
38.0,technician,single,secondary,no,782.0,yes,no,may,91.0,2.0,0,unknown,0,1
51.0,management,married,tertiary,no,-2.0,no,no,may,87.0,5.0,0,unknown,0,1
24.0,blue-collar,married,secondary,no,-14.0,yes,yes,jul,1137.0,3.0,0,unknown,1,1
53.0,self-employed,married,primary,no,12.0,no,no,jun,498.0,3.0,0,unknown,0,0
57.0,blue-collar,married,secondary,no,318.0,yes,no,may,43.0,1.0,0,unknown,0,1
37.0,management,single,tertiary,no,965.0,yes,no,aug,194.0,6.0,0,unknown,0,1
35.0,management,married,tertiary,no,-3.0,yes,no,nov,103.0,1.0,2,failure,0,1
55.0,management,married,secondary,no,266.0,no,no,jul,282.0,1.0,0,unknown,0,1
31.0,self-employed,single,tertiary,no,693.0,yes,no,jul,121.0,1.0,0,unknown,0,1
63.0,retired,married,secondary,no,425.0,no,no,apr,50.0,6.0,0,unknown,0,0
44.0,unemployed,single,primary,no,697.0,yes,no,may,332.0,1.0,0,unknown,0,0
41.0,admin.,divorced,secondary,no,735.0,yes,no,may,88.0,4.0,0,unknown,0,0
50.0,entrepreneur,married,tertiary,no,3916.0,yes,no,may,156.0,1.0,0,unknown,0,0
41.0,technician,divorced,secondary,no,47.0,no,no,aug,272.0,2.0,0,unknown,0,1
42.0,management,married,tertiary,no,567.0,yes,no,may,106.0,2.0,0,unknown,0,0
41.0,services,married,secondary,no,166.0,no,no,jul,63.0,9.0,0,unknown,0,1
30.0,technician,married,secondary,no,780.0,no,no,apr,841.0,2.0,0,unknown,1,1
57.0,management,married,tertiary,no,931.0,yes,no,nov,120.0,1.0,0,unknown,0,1
53.0,retired,divorced,tertiary,no,-456.0,yes,no,may,416.0,4.0,3,failure,0,0
55.0,services,divorced,secondary,no,15.0,no,yes,jul,432.0,2.0,0,unknown,0,1
50.0,admin.,married,secondary,no,913.0,yes,no,apr,713.0,1.0,0,unknown,0,0
33.0,management,single,tertiary,no,873.0,yes,no,may,194.0,6.0,0,unknown,0,1
53.0,blue-collar,married,secondary,no,665.0,yes,no,may,41.0,4.0,0,unknown,0,0
45.0,admin.,divorced,primary,no,431.0,yes,no,apr,151.0,1.0,1,success,1,1
55.0,services,married,secondary,no,309.0,no,no,mar,269.0,2.0,0,unknown,0,1
52.0,blue-collar,married,secondary,no,362.0,yes,yes,feb,323.0,3.0,0,unknown,0,0
33.0,technician,single,secondary,no,1742.0,yes,no,may,163.0,2.0,0,unknown,0,1
30.0,blue-collar,married,primary,no,454.0,yes,yes,jun,173.0,1.0,0,unknown,0,0
35.0,management,married,secondary,no,724.0,yes,no,oct,107.0,3.0,3,success,0,1
37.0,technician,single,tertiary,no,1535.0,no,no,jul,556.0,6.0,0,unknown,0,0
28.0,services,single,secondary,no,1699.0,yes,no,may,20.0,5.0,0,unknown,0,0
38.0,blue-collar,married,secondary,no,-153.0,no,no,may,80.0,1.0,0,unknown,0,1
55.0,housemaid,divorced,primary,no,211.0,no,yes,jun,98.0,2.0,0,unknown,0,0
35.0,blue-collar,married,secondary,no,2132.0,no,no,may,228.0,4.0,0,unknown,0,0
42.0,blue-collar,married,primary,no,262.0,yes,no,jul,161.0,2.0,0,unknown,0,1
42.0,management,single,tertiary,no,237.0,yes,no,may,224.0,2.0,0,unknown,0,0
20.0,admin.,single,secondary,no,343.0,yes,no,may,325.0,2.0,0,unknown,0,1
29.0,admin.,married,secondary,no,905.0,yes,no,nov,136.0,1.0,0,unknown,0,1
33.0,management,divorced,secondary,no,47.0,no,no,jun,167.0,1.0,0,unknown,0,1
23.0,blue-collar,single,secondary,no,-442.0,yes,no,may,391.0,1.0,0,unknown,0,1
56.0,retired,single,secondary,no,-159.0,yes,no,feb,74.0,1.0,1,other,0,0
32.0,blue-collar,single,secondary,no,132.0,yes,no,may,243.0,2.0,0,unknown,0,1
58.0,self-employed,married,tertiary,no,893.0,yes,no,nov,59.0,1.0,0,unknown,0,1
37.0,unemployed,married,secondary,no,223.0,yes,no,nov,193.0,2.0,1,failure,0,1
45.0,admin.,divorced,secondary,no,538.0,yes,no,jan,73.0,1.0,0,unknown,0,1
36.0,technician,married,secondary,no,263.0,yes,yes,apr,402.0,2.0,1,failure,0,1
46.0,technician,married,secondary,no,-142.0,yes,yes,jul,66.0,4.0,0,unknown,0,1
41.0,management,married,tertiary,no,880.0,yes,no,may,250.0,1.0,0,unknown,0,0
56.0,management,divorced,tertiary,no,1004.0,no,no,aug,214.0,2.0,0,unknown,0,0
32.0,services,married,secondary,no,3757.0,yes,no,jun,86.0,3.0,0,unknown,0,0
45.0,management,married,tertiary,no,-3.0,yes,no,feb,143.0,4.0,2,other,0,0
33.0,services,married,secondary,no,443.0,no,no,jun,345.0,3.0,3,success,1,0
25.0,admin.,single,tertiary,no,1539.0,yes,no,jun,432.0,11.0,0,unknown,0,0
43.0,self-employed,divorced,secondary,no,579.0,yes,no,may,431.0,3.0,0,unknown,0,0
53.0,retired,divorced,tertiary,no,-312.0,yes,no,jun,496.0,2.0,0,unknown,1,1
28.0,management,single,tertiary,no,2736.0,yes,no,may,872.0,3.0,0,unknown,1,0
75.0,retired,married,tertiary,no,4910.0,no,no,oct,137.0,3.0,0,unknown,0,1
42.0,management,married,tertiary,no,3.0,yes,yes,may,318.0,9.0,0,unknown,0,0
32.0,admin.,single,secondary,no,80.0,no,no,feb,686.0,1.0,0,unknown,0,0
31.0,blue-collar,married,primary,no,37.0,yes,no,jul,379.0,2.0,0,unknown,0,0
37.0,management,divorced,tertiary,no,3251.0,no,no,may,356.0,3.0,0,unknown,0,1
40.0,unemployed,married,secondary,no,269.0,yes,no,jul,189.0,4.0,0,unknown,0,1
41.0,management,married,tertiary,no,2395.0,yes,no,may,80.0,1.0,0,unknown,0,0
59.0,retired,married,secondary,no,82.0,no,no,aug,116.0,3.0,0,unknown,0,1
48.0,blue-collar,married,secondary,no,2079.0,no,no,aug,100.0,3.0,0,unknown,0,0
24.0,student,single,secondary,no,3178.0,no,no,jan,109.0,2.0,0,unknown,0,0
59.0,housemaid,divorced,primary,no,493.0,no,no,nov,189.0,2.0,0,unknown,0,1
60.0,technician,married,secondary,no,4317.0,no,no,jun,187.0,1.0,0,unknown,0,1
43.0,admin.,married,secondary,no,3279.0,yes,no,may,204.0,1.0,0,unknown,0,1
56.0,retired,single,secondary,no,1639.0,no,yes,may,217.0,4.0,0,unknown,0,0
39.0,services,divorced,primary,no,1937.0,yes,no,jun,79.0,1.0,0,unknown,0,0
51.0,self-employed,married,secondary,no,243.0,no,yes,jul,228.0,3.0,0,unknown,0,0
49.0,entrepreneur,married,primary,no,-104.0,no,yes,jul,132.0,1.0,0,unknown,0,0
49.0,blue-collar,married,secondary,no,765.0,yes,no,may,48.0,3.0,0,unknown,0,1
39.0,technician,married,secondary,no,61.0,yes,yes,may,200.0,2.0,0,unknown,0,0
40.0,entrepreneur,married,tertiary,no,372.0,no,no,jun,79.0,3.0,0,unknown,0,1
46.0,admin.,married,secondary,no,881.0,yes,yes,may,32.0,3.0,0,unknown,0,1
50.0,blue-collar,married,secondary,no,691.0,yes,no,may,152.0,1.0,0,unknown,0,1
51.0,management,married,tertiary,no,7004.0,no,no,nov,331.0,2.0,0,unknown,0,1
33.0,technician,single,tertiary,no,3245.0,yes,yes,apr,1183.0,2.0,0,unknown,0,1
60.0,housemaid,married,primary,no,367.0,no,no,aug,52.0,3.0,0,unknown,0,0
36.0,admin.,married,secondary,no,2062.0,yes,no,may,150.0,2.0,0,unknown,0,1
30.0,management,married,tertiary,no,1907.0,no,no,aug,206.0,1.0,0,unknown,0,0
55.0,retired,single,tertiary,no,2526.0,yes,yes,may,736.0,1.0,0,unknown,0,1
39.0,blue-collar,married,primary,no,2167.0,no,no,jun,159.0,2.0,0,unknown,0,1
29.0,student,single,secondary,no,-1.0,no,no,feb,15.0,8.0,0,unknown,0,0
30.0,management,married,tertiary,no,-4.0,no,no,aug,172.0,4.0,0,unknown,0,1
77.0,retired,married,secondary,no,614.0,no,no,aug,761.0,3.0,0,unknown,0,0
43.0,entrepreneur,married,secondary,no,-4.0,no,yes,jul,106.0,1.0,0,unknown,0,1
36.0,management,married,tertiary,no,637.0,no,yes,jun,346.0,2.0,0,unknown,0,0
47.0,housemaid,married,primary,no,302.0,no,no,aug,177.0,5.0,0,unknown,0,1
53.0,management,married,primary,no,-5.0,no,no,feb,1009.0,1.0,0,unknown,1,0
57.0,management,divorced,tertiary,no,1573.0,yes,yes,nov,273.0,1.0,0,unknown,0,1
33.0,blue-collar,married,secondary,no,1403.0,no,no,nov,44.0,5.0,0,unknown,0,1
29.0,management,single,tertiary,no,2589.0,no,no,may,356.0,2.0,1,failure,0,0
35.0,management,single,tertiary,yes,-513.0,yes,no,apr,831.0,2.0,0,unknown,0,1
21.0,student,single,secondary,no,383.0,no,no,apr,584.0,2.0,0,unknown,1,1
48.0,unknown,married,secondary,no,1270.0,no,no,aug,120.0,9.0,0,unknown,0,0
32.0,student,single,tertiary,no,4950.0,no,no,jun,153.0,3.0,0,unknown,0,1
49.0,services,divorced,secondary,no,44.0,yes,yes,may,120.0,2.0,0,unknown,0,0
50.0,management,divorced,tertiary,no,112.0,yes,no,may,282.0,2.0,2,failure,0,0
41.0,admin.,divorced,secondary,no,1091.0,yes,no,may,130.0,1.0,0,unknown,0,0
37.0,blue-collar,divorced,primary,no,425.0,yes,no,may,69.0,1.0,0,unknown,0,0
30.0,technician,single,tertiary,no,593.0,yes,yes,may,149.0,1.0,0,unknown,0,1
37.0,blue-collar,single,primary,no,486.0,yes,yes,aug,4.0,1.0,0,unknown,0,1
44.0,admin.,married,primary,no,98.0,no,no,feb,151.0,2.0,0,unknown,0,0
33.0,blue-collar,married,primary,no,-365.0,yes,no,may,62.0,1.0,1,failure,0,0
31.0,entrepreneur,divorced,secondary,no,83.0,no,no,nov,97.0,5.0,0,unknown,0,1
27.0,student,single,secondary,no,95.0,no,no,may,435.0,1.0,0,unknown,1,1
88.0,retired,divorced,primary,no,6744.0,no,no,oct,757.0,1.0,0,unknown,1,1
58.0,management,married,tertiary,no,1319.0,no,no,jul,164.0,1.0,5,failure,0,1
38.0,management,married,tertiary,no,258.0,no,no,jun,166.0,2.0,2,failure,1,0
48.0,admin.,married,secondary,no,238.0,yes,no,aug,196.0,5.0,0,unknown,0,0
51.0,services,married,secondary,no,253.0,yes,no,apr,400.0,2.0,1,failure,0,0
32.0,management,married,tertiary,no,-238.0,yes,no,apr,560.0,2.0,0,unknown,0,1
30.0,management,married,tertiary,no,6275.0,yes,no,nov,513.0,2.0,0,unknown,0,1
50.0,admin.,single,secondary,no,163.0,no,yes,feb,337.0,2.0,3,failure,0,0
27.0,technician,married,tertiary,no,11.0,yes,no,feb,31.0,5.0,0,unknown,0,0
29.0,technician,single,tertiary,no,410.0,yes,no,jul,136.0,1.0,0,unknown,0,1
27.0,housemaid,single,tertiary,no,22.0,no,no,apr,154.0,1.0,0,unknown,1,1
34.0,unemployed,single,secondary,no,742.0,yes,no,may,113.0,2.0,0,unknown,0,0
57.0,entrepreneur,married,secondary,no,5834.0,no,no,jun,97.0,2.0,0,unknown,0,1
52.0,management,divorced,tertiary,no,1286.0,no,no,jan,522.0,3.0,0,unknown,0,1
24.0,admin.,single,secondary,no,-1.0,no,yes,jul,235.0,3.0,0,unknown,0,0
46.0,admin.,married,secondary,no,1307.0,no,no,jul,81.0,4.0,0,unknown,0,1
60.0,technician,married,tertiary,no,802.0,no,no,aug,35.0,2.0,0,unknown,0,0
35.0,blue-collar,single,primary,no,-234.0,yes,no,jul,199.0,3.0,0,unknown,0,0
49.0,technician,divorced,tertiary,no,1046.0,no,no,jun,411.0,2.0,0,unknown,0,0
57.0,blue-collar,married,primary,no,6211.0,yes,no,may,584.0,2.0,0,unknown,0,0
50.0,blue-collar,married,secondary,no,361.0,yes,yes,may,174.0,3.0,0,unknown,0,1
58.0,technician,married,secondary,no,91.0,no,no,jun,62.0,2.0,0,unknown,0,0
33.0,technician,single,tertiary,yes,-6.0,no,no,aug,75.0,8.0,0,unknown,0,1
39.0,entrepreneur,married,tertiary,no,73.0,no,no,may,12.0,1.0,1,failure,0,1
38.0,services,married,secondary,no,580.0,yes,no,may,1003.0,3.0,0,unknown,0,0
56.0,unemployed,married,primary,no,3887.0,no,no,jul,396.0,8.0,0,unknown,0,0
43.0,blue-collar,married,primary,no,-104.0,yes,no,may,115.0,4.0,0,unknown,0,0
32.0,entrepreneur,single,tertiary,no,1066.0,yes,no,may,404.0,2.0,0,unknown,0,0
59.0,blue-collar,divorced,primary,no,1299.0,no,no,jul,145.0,2.0,2,failure,0,1
27.0,services,single,secondary,no,-112.0,yes,no,may,154.0,1.0,0,unknown,0,0
49.0,management,married,tertiary,no,2142.0,no,no,nov,103.0,2.0,0,unknown,0,1
51.0,blue-collar,married,primary,no,308.0,yes,yes,jul,830.0,10.0,0,unknown,0,0
36.0,management,single,tertiary,no,425.0,yes,no,apr,332.0,2.0,0,unknown,0,1
34.0,management,single,tertiary,no,74.0,no,no,aug,130.0,5.0,0,unknown,0,1
30.0,management,married,tertiary,no,153.0,no,no,apr,180.0,2.0,2,success,0,1
34.0,blue-collar,married,secondary,no,45.0,yes,no,may,173.0,2.0,0,unknown,0,0
36.0,admin.,married,secondary,no,590.0,yes,no,jun,35.0,1.0,0,unknown,0,0
50.0,services,single,secondary,no,1162.0,yes,no,may,187.0,1.0,1,failure,0,1
27.0,services,single,secondary,no,676.0,yes,no,nov,110.0,1.0,0,unknown,0,1
47.0,blue-collar,married,primary,no,0.0,yes,no,may,169.0,2.0,0,unknown,0,0
47.0,technician,married,secondary,no,3477.0,no,no,jun,18.0,11.0,0,unknown,0,1
59.0,management,single,tertiary,no,2296.0,no,no,aug,102.0,2.0,0,unknown,0,0
31.0,blue-collar,married,secondary,no,488.0,yes,no,may,641.0,2.0,0,unknown,0,1
57.0,management,divorced,secondary,no,20.0,no,yes,jul,322.0,1.0,0,unknown,0,1
42.0,unemployed,divorced,secondary,no,257.0,yes,no,may,178.0,5.0,0,unknown,0,0
32.0,admin.,married,secondary,no,-5.0,yes,no,jul,52.0,5.0,0,unknown,0,1
23.0,self-employed,single,unknown,no,1179.0,no,no,feb,117.0,1.0,0,unknown,0,0
53.0,blue-collar,married,secondary,no,-73.0,no,no,jan,177.0,1.0,4,other,0,1
49.0,housemaid,married,secondary,no,115.0,no,no,jul,490.0,2.0,0,unknown,0,0
28.0,blue-collar,married,secondary,no,-208.0,yes,yes,aug,420.0,7.0,0,unknown,0,0
46.0,management,married,tertiary,no,-2.0,no,no,aug,48.0,2.0,0,unknown,0,0
31.0,management,single,tertiary,no,3.0,yes,no,sep,107.0,2.0,0,unknown,1,0
41.0,technician,married,secondary,yes,-313.0,no,yes,jul,79.0,4.0,0,unknown,0,0
36.0,blue-collar,divorced,primary,no,4398.0,yes,no,may,328.0,2.0,4,failure,0,0
40.0,management,married,tertiary,no,14.0,yes,no,may,106.0,2.0,0,unknown,0,1
31.0,management,married,tertiary,no,84.0,no,no,jan,180.0,1.0,0,unknown,0,1
26.0,student,single,tertiary,no,3412.0,no,no,apr,95.0,1.0,0,unknown,1,1
